account_id,loan_amount,outstanding_amount,days_past_due,customer_location,income_band,payment_history,contact_attempts,last_channel,last_outcome,assigned_channel,recovery_amount
SFL100336,167267,122385,421,Tier 1,Medium,Poor,17,Field,Promised,Legal,0
SFL100337,897313,668521,873,Tier 1,Low,Poor,14,Call,Promised,Legal,0
SFL100338,66551,46250,137,Tier 2,Medium,Poor,16,Call,Refused,Field,0
SFL100339,103665,79071,120,Tier 3,Low,Poor,6,Legal,No Response,Legal,0
SFL100340,63916,51578,689,Tier 3,Low,Good,17,Call,Promised,Field,32519
SFL100341,37582,26436,296,Tier 2,Low,Average,3,Call,No Response,Field,18492
SFL100342,143207,124227,854,Tier 1,Low,Average,5,Call,Refused,Legal,0
SFL100343,935662,686366,101,Tier 3,Low,Average,12,Call,No Response,Field,0
SFL100344,312874,267277,37,Tier 3,Medium,Average,17,Field,Refused,Field,0
SFL100345,36773,30557,826,Tier 2,Medium,Average,16,Call,Promised,Legal,0
SFL100346,113303,41224,847,Tier 3,High,Poor,6,Field,No Response,Legal,0
SFL100347,936742,306833,869,Tier 3,Low,Average,3,Call,Promised,Field,0
SFL100348,67470,32140,123,Tier 1,Medium,Average,1,Call,Promised,Call,16938
SFL100349,68666,63257,135,Tier 1,Medium,Good,2,Call,Promised,Call,50153
SFL100350,77164,50344,199,Tier 2,High,Good,6,Legal,Paid,Field,36757
SFL100351,326583,197327,702,Tier 2,High,Average,14,Field,Promised,Call,0
SFL100352,26722,11204,386,Tier 1,Medium,Average,4,Call,Refused,Legal,0
SFL100353,53615,19537,821,Tier 2,Medium,Average,8,Call,No Response,Field,0
SFL100354,902892,651712,17,Tier 3,Low,Poor,5,Call,No Response,Legal,0
SFL100355,291542,105919,76,Tier 1,Medium,Good,13,Call,Promised,Field,91307
SFL100356,310903,223214,9,Tier 3,Low,Poor,6,Call,No Response,Call,0
SFL100357,330183,166041,356,Tier 1,Low,Average,1,Field,No Response,Call,0
SFL100358,175095,62628,25,Tier 1,Low,Poor,7,Call,No Response,Field,6509
SFL100359,301382,288198,28,Tier 2,Medium,Poor,5,Call,No Response,Call,0
SFL100360,41020,15520,20,Tier 2,Low,Average,20,Call,No Response,Field,6291
SFL100361,293556,251919,300,Tier 2,Medium,Poor,8,Call,No Response,Legal,0
SFL100362,13083,12684,86,Tier 3,Medium,Poor,5,Call,No Response,Legal,0
SFL100363,215243,193833,334,Tier 3,Medium,Average,1,Call,No Response,Legal,0
SFL100364,38935,31557,102,Tier 1,High,Average,4,Call,Paid,Call,14278
SFL100365,154488,124308,119,Tier 2,Medium,Poor,3,Call,Refused,Legal,0
SFL100366,74352,60782,519,Tier 1,Medium,Poor,6,Field,No Response,Legal,0
SFL100367,358287,306010,168,Tier 1,Medium,Poor,9,Legal,Promised,Call,0
SFL100368,141064,91510,117,Tier 2,Medium,Good,14,Call,Promised,Field,0
SFL100369,622375,448162,96,Tier 2,Low,Average,6,Field,Refused,Call,0
SFL100370,130170,67644,42,Tier 2,Low,Good,4,Call,Promised,Call,42741
SFL100371,296996,287392,89,Tier 1,Medium,Good,6,Call,Paid,Field,160762
SFL100372,465696,177421,48,Tier 2,Low,Average,4,Legal,Promised,Field,127346
SFL100373,45883,24483,303,Tier 3,Medium,Average,6,Call,No Response,Field,0
SFL100374,62416,44852,139,Tier 1,Medium,Average,7,Call,No Response,Field,0
SFL100375,46657,16659,64,Tier 2,High,Good,7,Call,No Response,Call,0
SFL100376,285658,198406,85,Tier 1,Medium,Average,1,Call,Promised,Call,96245
SFL100377,50270,47452,31,Tier 1,High,Average,8,Field,No Response,Call,11504
SFL100378,288426,99177,171,Tier 3,Medium,Average,8,Call,Refused,Field,0
SFL100379,45418,43608,26,Tier 3,High,Poor,11,Call,No Response,Field,0
SFL100380,51432,22761,191,Tier 2,Low,Average,1,Call,Refused,Legal,0
SFL100381,1092134,658908,131,Tier 2,Low,Poor,11,Field,No Response,Legal,0
SFL100382,117546,97269,396,Tier 3,Medium,Good,2,Field,No Response,Legal,0
SFL100383,816174,249972,31,Tier 3,Medium,Poor,1,Call,Refused,Field,148016
SFL100384,133168,117567,223,Tier 2,Medium,Average,1,Legal,Refused,Field,61586
SFL100385,73557,56220,18,Tier 2,Medium,Poor,2,Call,No Response,Call,25896
SFL100386,70187,40810,90,Tier 3,High,Poor,12,Call,No Response,Call,0
SFL100387,38308,32232,81,Tier 2,High,Poor,8,Field,Refused,Field,0
SFL100388,13977,12778,13,Tier 3,Low,Average,7,Call,Promised,Field,0
SFL100389,49293,40795,278,Tier 3,Medium,Average,4,Call,Paid,Call,0
SFL100390,47566,18285,287,Tier 2,Low,Poor,4,Legal,Refused,Call,0
SFL100391,152285,93591,127,Tier 2,Low,Average,3,Call,Refused,Call,0
SFL100392,320054,224627,324,Tier 2,Low,Average,8,Field,No Response,Field,0
SFL100393,248810,209217,141,Tier 1,Low,Good,20,Call,Refused,Call,0
SFL100394,27170,21237,84,Tier 1,Low,Good,4,Call,Promised,Call,12438
SFL100395,302394,268683,37,Tier 2,Low,Average,7,Field,Promised,Field,172124
SFL100396,18287,15919,233,Tier 3,Medium,Good,6,Call,No Response,Field,13834
SFL100397,285212,207501,67,Tier 1,High,Average,2,Field,Promised,Call,84356
SFL100398,195680,135265,169,Tier 2,Low,Average,5,Call,Paid,Call,0
SFL100399,115978,95860,8,Tier 1,Low,Average,9,Legal,Refused,Field,0
SFL100400,358949,292885,283,Tier 3,Low,Poor,8,Call,No Response,Field,0
SFL100401,316908,167404,50,Tier 2,Medium,Average,4,Field,Promised,Field,121676
SFL100402,232097,120336,522,Tier 3,Medium,Poor,3,Call,No Response,Legal,0
SFL100403,311735,226984,10,Tier 2,Medium,Average,5,Field,Paid,Field,72698
SFL100404,780820,438852,287,Tier 2,High,Average,1,Call,Promised,Field,0
SFL100405,180751,55127,98,Tier 3,High,Average,7,Legal,Promised,Field,42801
SFL100406,785215,366633,758,Tier 1,Medium,Average,15,Call,No Response,Legal,0
SFL100407,867460,499272,274,Tier 2,Medium,Average,1,Call,No Response,Call,0
SFL100408,22740,12866,104,Tier 3,Medium,Good,3,Field,No Response,Field,3478
SFL100409,45039,35886,34,Tier 2,Low,Good,8,Field,No Response,Field,0
SFL100410,30206,18047,571,Tier 2,Low,Good,16,Field,Paid,Field,0
SFL100411,162581,53569,262,Tier 3,Low,Average,4,Call,No Response,Field,18967
SFL100412,220992,162531,98,Tier 2,High,Good,15,Field,Refused,Field,0
SFL100413,249089,103988,25,Tier 1,High,Average,8,Legal,Promised,Call,43279
SFL100414,202689,144972,38,Tier 2,Medium,Average,3,Call,No Response,Field,0
SFL100415,63261,31204,44,Tier 1,High,Poor,20,Call,Promised,Call,10791
SFL100416,404639,293374,203,Tier 3,High,Average,1,Call,No Response,Call,0
SFL100417,561185,270574,100,Tier 2,Medium,Average,10,Call,Paid,Call,0
SFL100418,167118,78944,252,Tier 2,Low,Poor,1,Call,Refused,Call,0
SFL100419,1128247,620544,172,Tier 1,High,Average,17,Field,No Response,Call,0
SFL100420,268033,205481,144,Tier 3,Low,Poor,8,Legal,Promised,Call,0
SFL100421,159635,49210,172,Tier 2,High,Average,5,Call,Refused,Call,15049
SFL100422,1112999,982233,163,Tier 1,Medium,Poor,1,Field,No Response,Call,0
SFL100423,21560,11880,115,Tier 1,Medium,Average,4,Legal,Promised,Field,0
SFL100424,524196,185289,105,Tier 2,Medium,Poor,7,Call,No Response,Legal,0
SFL100425,78808,43478,304,Tier 2,Low,Poor,8,Call,Promised,Call,0
SFL100426,39944,35281,490,Tier 1,Medium,Poor,5,Call,Refused,Field,9882
SFL100427,62924,49898,119,Tier 2,Low,Average,6,Call,Promised,Field,0
SFL100428,879150,282444,80,Tier 2,Low,Poor,8,Field,Promised,Call,0
SFL100429,70880,36769,236,Tier 3,Medium,Poor,10,Call,Promised,Field,0
SFL100430,32493,17956,347,Tier 1,Low,Good,8,Call,Promised,Call,0
SFL100431,48670,32066,261,Tier 3,Low,Poor,3,Field,No Response,Field,0
SFL100432,54563,33031,350,Tier 2,High,Good,6,Field,Promised,Call,0
SFL100433,58015,53726,225,Tier 2,High,Poor,4,Call,No Response,Call,24895
SFL100434,70493,30362,140,Tier 3,High,Good,10,Call,Promised,Call,18151
SFL100435,264911,208324,750,Tier 2,High,Poor,13,Call,No Response,Legal,0
SFL100436,57353,32730,120,Tier 2,Low,Poor,18,Field,No Response,Field,0
SFL100437,15415,5885,237,Tier 3,Medium,Poor,6,Field,No Response,Field,775
SFL100438,1183854,781500,179,Tier 2,High,Average,14,Legal,Promised,Call,0
SFL100439,479023,156270,221,Tier 3,Low,Poor,3,Legal,No Response,Call,89527
SFL100440,657649,487736,163,Tier 3,Low,Average,6,Call,Promised,Legal,0
SFL100441,33531,16291,144,Tier 2,Low,Average,6,Call,No Response,Field,7502
SFL100442,343136,242018,109,Tier 3,Low,Average,4,Call,Refused,Call,0
SFL100443,16419,9075,103,Tier 3,Medium,Poor,20,Call,No Response,Legal,0
SFL100444,758487,319361,176,Tier 1,Low,Average,6,Field,Paid,Field,0
SFL100445,205607,155111,814,Tier 3,Medium,Average,8,Call,Promised,Field,57085
SFL100446,47703,16146,375,Tier 2,Medium,Poor,2,Call,Refused,Legal,0
SFL100447,255912,118649,355,Tier 3,Medium,Poor,4,Call,No Response,Call,0
SFL100448,73552,27646,159,Tier 2,Low,Poor,15,Legal,No Response,Legal,0
SFL100449,861985,291802,148,Tier 1,High,Average,4,Call,No Response,Call,157920
SFL100450,53033,24798,137,Tier 1,High,Good,2,Field,Paid,Field,15931
SFL100451,37594,30016,568,Tier 3,High,Good,6,Field,Refused,Field,0
SFL100452,17069,14186,308,Tier 1,Medium,Average,6,Call,Paid,Call,0
SFL100453,172969,80801,359,Tier 2,Medium,Poor,14,Field,No Response,Call,0
SFL100454,74906,32117,57,Tier 1,Low,Average,4,Call,No Response,Call,14597
SFL100455,1096152,635888,11,Tier 2,Low,Average,2,Legal,Promised,Field,133259
SFL100456,143319,74800,81,Tier 1,Medium,Good,7,Legal,No Response,Call,0
SFL100457,428517,398957,128,Tier 1,Low,Average,5,Field,Refused,Call,0
SFL100458,878346,728933,125,Tier 3,Low,Poor,10,Field,Refused,Call,0
SFL100459,61076,34292,47,Tier 1,Medium,Poor,15,Call,No Response,Call,0
SFL100460,228010,74375,641,Tier 1,High,Poor,7,Field,Refused,Legal,0
SFL100461,626865,491333,697,Tier 2,Low,Average,15,Call,Refused,Call,0
SFL100462,52849,24967,321,Tier 1,Low,Average,10,Call,Promised,Call,0
SFL100463,167333,71374,16,Tier 1,Low,Average,3,Call,Refused,Legal,25937
SFL100464,81181,57168,208,Tier 2,Low,Average,1,Legal,Refused,Field,0
SFL100465,56363,20117,162,Tier 2,Low,Average,11,Call,Promised,Field,0
SFL100466,69779,31421,217,Tier 1,High,Average,13,Call,Refused,Call,8385
SFL100467,70601,64693,167,Tier 2,Low,Average,9,Call,Paid,Field,0
SFL100468,1095860,915172,109,Tier 2,Medium,Poor,4,Field,Promised,Call,442731
SFL100469,42388,24753,56,Tier 3,High,Average,5,Call,Paid,Call,19008
SFL100470,15718,7192,850,Tier 3,Low,Average,13,Call,Refused,Field,0
SFL100471,136466,128902,138,Tier 3,Medium,Good,4,Call,Paid,Field,76208
SFL100472,232029,142703,146,Tier 1,High,Good,6,Call,Refused,Call,0
SFL100473,47490,30216,643,Tier 2,High,Good,5,Field,Refused,Field,0
SFL100474,287390,245506,33,Tier 1,Low,Average,2,Call,Promised,Call,0
SFL100475,23220,16898,201,Tier 3,Low,Average,15,Call,Promised,Field,0
SFL100476,54216,19802,205,Tier 1,Medium,Average,3,Call,Refused,Call,0
SFL100477,1196700,905397,893,Tier 2,Medium,Poor,4,Field,No Response,Field,0
SFL100478,50002,35332,307,Tier 1,High,Average,5,Legal,Promised,Call,9273
SFL100479,60589,36880,508,Tier 3,Medium,Average,20,Call,Promised,Call,0
SFL100480,212798,188936,344,Tier 1,High,Good,10,Field,Paid,Field,138725
SFL100481,318717,118916,76,Tier 2,Low,Poor,4,Call,Promised,Call,0
SFL100482,12052,11592,805,Tier 1,Low,Good,9,Call,Paid,Legal,0
SFL100483,295056,192259,87,Tier 3,Low,Poor,4,Call,Refused,Legal,0
SFL100484,948021,531577,230,Tier 2,Low,Poor,3,Call,Promised,Legal,0
SFL100485,776128,369497,212,Tier 2,Low,Poor,5,Call,Refused,Legal,0
SFL100486,63331,34436,308,Tier 2,Medium,Average,19,Call,Refused,Field,0
SFL100487,160280,106370,356,Tier 3,High,Poor,7,Field,No Response,Call,0
SFL100488,454546,329301,661,Tier 1,Medium,Average,4,Field,No Response,Field,0
SFL100489,71578,39440,126,Tier 3,High,Poor,1,Field,Refused,Call,0
SFL100490,21168,19954,280,Tier 2,Low,Poor,4,Call,Promised,Call,0
SFL100491,17757,12839,527,Tier 1,Low,Average,8,Call,Refused,Call,0
SFL100492,1015283,734157,120,Tier 2,Low,Poor,2,Call,Paid,Legal,0
SFL100493,70764,49482,39,Tier 2,Low,Poor,4,Call,No Response,Call,0
SFL100494,1014328,921580,375,Tier 2,Medium,Poor,18,Field,Paid,Call,0
SFL100495,87079,56345,482,Tier 1,Low,Good,4,Legal,Promised,Call,0
SFL100496,343780,321108,652,Tier 1,Medium,Average,17,Call,No Response,Field,0
SFL100497,47168,25303,536,Tier 3,Low,Average,3,Call,Promised,Field,16697
SFL100498,61086,31196,50,Tier 2,Low,Average,1,Call,No Response,Legal,0
SFL100499,296119,224170,14,Tier 2,Low,Average,10,Field,Promised,Field,167750
SFL100500,77437,70530,141,Tier 1,Medium,Poor,6,Call,Promised,Field,0
SFL100501,29558,22660,747,Tier 1,Low,Poor,4,Call,Refused,Field,0
SFL100502,55104,48578,414,Tier 1,Low,Average,8,Call,Promised,Legal,0
SFL100503,783371,569296,315,Tier 2,High,Average,5,Call,Paid,Legal,0
SFL100504,182947,140069,234,Tier 2,Low,Average,9,Field,Refused,Field,78207
SFL100505,39650,34950,141,Tier 1,Low,Poor,18,Field,No Response,Legal,0
SFL100506,53377,34999,105,Tier 1,Low,Average,4,Call,Promised,Legal,11641
SFL100507,28083,18389,207,Tier 3,Low,Good,1,Call,Paid,Field,10126
SFL100508,215650,136240,268,Tier 2,Low,Average,15,Field,Promised,Call,0
SFL100509,81677,60951,635,Tier 1,Medium,Good,18,Call,Paid,Legal,0
SFL100510,24961,16273,108,Tier 3,Medium,Poor,5,Call,No Response,Field,0
SFL100511,328942,123534,516,Tier 3,Medium,Good,8,Legal,Promised,Field,0
SFL100512,218616,194062,147,Tier 2,High,Average,2,Call,Promised,Call,170330
SFL100513,226210,84564,217,Tier 2,Low,Average,1,Call,No Response,Field,0
SFL100514,42005,21208,52,Tier 2,Low,Poor,8,Call,Refused,Call,0
SFL100515,12106,7470,176,Tier 3,Low,Average,9,Field,Promised,Field,2204
SFL100516,232844,117434,170,Tier 3,Medium,Good,19,Field,Promised,Field,82806
SFL100517,46628,14814,215,Tier 2,Low,Poor,3,Field,No Response,Field,0
SFL100518,438772,147710,265,Tier 2,Medium,Poor,6,Call,Refused,Call,0
SFL100519,156147,78323,76,Tier 1,Medium,Good,4,Field,Promised,Call,55005
SFL100520,596340,515210,814,Tier 2,Medium,Poor,4,Field,Promised,Call,203189
SFL100521,28034,15758,298,Tier 1,Low,Good,9,Legal,Promised,Call,0
SFL100522,840637,749196,91,Tier 3,Low,Poor,7,Call,Refused,Call,0
SFL100523,220931,182472,140,Tier 2,Medium,Average,9,Field,No Response,Field,40265
SFL100524,196480,71653,301,Tier 3,High,Poor,8,Call,Promised,Field,37503
SFL100525,60027,33063,83,Tier 2,Low,Poor,4,Field,Promised,Field,0
SFL100526,175819,62879,1,Tier 1,Low,Poor,3,Field,Refused,Field,0
SFL100527,948077,810109,338,Tier 2,Medium,Poor,4,Call,No Response,Field,0
SFL100528,71644,35409,27,Tier 3,High,Good,9,Call,Refused,Legal,0
SFL100529,91922,48396,42,Tier 3,Low,Poor,10,Call,No Response,Field,0
SFL100530,14637,13707,855,Tier 1,Low,Good,4,Field,Refused,Legal,0
SFL100531,61237,51660,138,Tier 1,Medium,Poor,2,Call,Refused,Legal,0
SFL100532,38608,35330,44,Tier 3,High,Poor,7,Call,Promised,Call,9710
SFL100533,203055,196703,302,Tier 1,High,Average,6,Call,Promised,Call,0
SFL100534,68522,32839,154,Tier 2,High,Average,4,Field,Promised,Field,0
SFL100535,74088,33897,148,Tier 1,Low,Average,4,Call,Promised,Call,15780
SFL100536,102400,76029,709,Tier 3,High,Average,10,Legal,No Response,Legal,0
SFL100537,74939,69577,163,Tier 3,Medium,Poor,7,Legal,Promised,Call,0
SFL100538,35860,11686,348,Tier 3,Medium,Good,15,Call,Paid,Field,7939
SFL100539,189213,108565,686,Tier 2,Low,Poor,8,Call,No Response,Legal,0
SFL100540,54855,35080,15,Tier 3,Low,Average,5,Call,No Response,Field,12026
SFL100541,293088,101946,126,Tier 3,Low,Average,10,Call,Paid,Legal,63852
SFL100542,885609,690389,717,Tier 2,Medium,Poor,12,Legal,No Response,Field,0
SFL100543,138566,120260,335,Tier 2,Low,Average,5,Field,Promised,Field,0
SFL100544,25797,15431,200,Tier 1,Low,Average,10,Field,Promised,Call,0
SFL100545,48322,36056,46,Tier 2,Medium,Good,13,Call,Paid,Field,34796
SFL100546,141269,124675,535,Tier 1,High,Poor,8,Call,No Response,Legal,0
SFL100547,49895,35582,824,Tier 2,Medium,Average,8,Field,Refused,Field,14109
SFL100548,312779,173336,651,Tier 1,Low,Average,6,Call,Promised,Legal,0
SFL100549,185458,109135,168,Tier 1,Low,Average,15,Field,Refused,Field,0
SFL100550,64970,41635,6,Tier 3,Low,Average,3,Call,Refused,Legal,22668
SFL100551,120542,105983,209,Tier 3,Low,Good,6,Field,No Response,Field,0
SFL100552,390221,230372,559,Tier 2,High,Good,3,Call,Refused,Field,116783
SFL100553,223164,86655,21,Tier 1,Medium,Average,10,Field,Promised,Call,75220
SFL100554,593158,525702,341,Tier 2,Low,Average,5,Call,Promised,Field,251634
SFL100555,67813,42322,333,Tier 1,Low,Average,9,Call,Refused,Call,0
SFL100556,41818,32948,95,Tier 2,Low,Average,9,Call,No Response,Call,0
SFL100557,1154093,938542,96,Tier 1,Low,Average,13,Call,Promised,Field,0
SFL100558,11312,9117,17,Tier 2,Low,Poor,7,Field,No Response,Call,0
SFL100559,439042,154224,185,Tier 2,High,Good,20,Field,Promised,Call,84798
SFL100560,954191,587627,236,Tier 2,High,Average,7,Legal,No Response,Call,0
SFL100561,60541,27577,162,Tier 3,High,Good,4,Call,Promised,Field,21602
SFL100562,60292,38020,133,Tier 2,Low,Good,4,Legal,Paid,Field,29557
SFL100563,117696,107954,276,Tier 1,Medium,Good,4,Field,Promised,Call,0
SFL100564,10606,5291,176,Tier 3,Medium,Good,20,Call,Promised,Field,3519
SFL100565,145957,59848,150,Tier 1,Low,Poor,8,Call,No Response,Call,0
SFL100566,32967,23946,379,Tier 1,High,Poor,9,Call,No Response,Call,0
SFL100567,221794,93038,106,Tier 3,Medium,Average,3,Field,Refused,Field,0
SFL100568,20801,12867,99,Tier 2,Medium,Average,4,Field,No Response,Field,0
SFL100569,15124,13488,342,Tier 3,Medium,Average,19,Field,Promised,Legal,0
SFL100570,37792,16751,86,Tier 3,Low,Average,4,Call,Promised,Field,0
SFL100571,92579,67919,140,Tier 1,Medium,Good,3,Field,No Response,Call,31153
SFL100572,155317,120026,201,Tier 1,Medium,Poor,9,Field,No Response,Field,0
SFL100573,527434,478296,379,Tier 2,High,Poor,1,Call,No Response,Legal,0
SFL100574,58944,50941,49,Tier 2,High,Good,2,Call,Promised,Call,25736
SFL100575,316356,112134,354,Tier 3,Low,Average,9,Call,Refused,Field,0
SFL100576,621953,477264,152,Tier 2,Medium,Poor,4,Call,Refused,Call,0
SFL100577,183762,97258,203,Tier 1,Medium,Good,1,Field,Promised,Call,50275
SFL100578,263159,232225,143,Tier 3,Low,Average,5,Field,No Response,Field,0
SFL100579,57406,31576,11,Tier 3,Low,Poor,10,Legal,No Response,Call,0
SFL100580,975844,923839,215,Tier 3,Low,Good,1,Call,Paid,Call,571017
SFL100581,15909,12491,161,Tier 2,Medium,Poor,17,Field,Refused,Call,0
SFL100582,145007,82353,352,Tier 2,Low,Poor,3,Call,No Response,Call,32907
SFL100583,15063,11034,114,Tier 1,Low,Good,9,Call,Paid,Legal,7714
SFL100584,130801,79985,205,Tier 1,Low,Average,6,Legal,Promised,Field,30479
SFL100585,311072,197960,60,Tier 1,Medium,Poor,4,Legal,No Response,Call,0
SFL100586,313546,185423,95,Tier 1,Medium,Average,5,Call,Promised,Call,119633
SFL100587,262299,207315,77,Tier 1,Medium,Poor,9,Call,Refused,Field,0
SFL100588,315344,103190,94,Tier 3,Low,Poor,3,Legal,No Response,Field,0
SFL100589,804490,761576,246,Tier 2,Medium,Poor,10,Call,Refused,Field,0
SFL100590,284019,258324,48,Tier 3,Medium,Average,6,Call,Promised,Field,180420
SFL100591,966473,562403,852,Tier 1,Low,Average,2,Field,No Response,Legal,448013
SFL100592,1012055,633527,116,Tier 3,Medium,Average,6,Call,Refused,Field,0
SFL100593,332298,320031,213,Tier 3,Low,Average,13,Field,Refused,Field,0
SFL100594,69012,48412,341,Tier 2,Medium,Poor,14,Call,No Response,Field,0
SFL100595,536256,304613,298,Tier 1,Medium,Average,8,Call,No Response,Legal,0
SFL100596,86972,45031,340,Tier 3,Low,Average,5,Field,Promised,Field,0
SFL100597,18693,9277,116,Tier 2,Medium,Average,20,Field,Refused,Field,0
SFL100598,59060,18997,22,Tier 2,Low,Poor,6,Field,No Response,Call,0
SFL100599,265513,150710,292,Tier 1,High,Poor,4,Call,Refused,Call,63452
SFL100600,68929,53426,267,Tier 2,Medium,Average,2,Call,Promised,Field,21576
SFL100601,515993,351040,60,Tier 3,Low,Average,11,Field,Promised,Field,195183
SFL100602,891923,510105,268,Tier 2,Medium,Average,6,Call,Promised,Call,175731
SFL100603,49887,40971,173,Tier 2,Medium,Good,6,Call,No Response,Call,35774
SFL100604,913850,808440,33,Tier 1,Medium,Poor,3,Legal,No Response,Call,0
SFL100605,108381,98314,63,Tier 2,Medium,Average,3,Call,Paid,Field,34459
SFL100606,80035,55204,364,Tier 1,High,Average,9,Call,Promised,Call,47807
SFL100607,66836,43882,176,Tier 2,High,Poor,4,Call,Promised,Call,0
SFL100608,814728,431341,229,Tier 1,Medium,Average,15,Call,No Response,Call,205908
SFL100609,20350,14424,301,Tier 1,High,Average,5,Call,No Response,Call,6858
SFL100610,59953,55744,508,Tier 3,Low,Poor,15,Call,No Response,Legal,0
SFL100611,187712,133982,84,Tier 2,Medium,Poor,4,Legal,No Response,Call,36355
SFL100612,304704,279967,697,Tier 3,High,Poor,3,Call,No Response,Call,0
SFL100613,11432,4506,686,Tier 2,Medium,Poor,4,Call,Promised,Call,0
SFL100614,497084,188821,304,Tier 1,High,Average,19,Call,No Response,Call,0
SFL100615,14951,10148,316,Tier 3,Low,Poor,8,Call,No Response,Call,0
SFL100616,248241,86618,807,Tier 2,Low,Poor,4,Call,Refused,Field,0
SFL100617,180032,146879,89,Tier 1,Low,Good,6,Legal,Promised,Call,88774
SFL100618,37805,36443,89,Tier 3,Medium,Poor,4,Call,No Response,Call,0
